-0.033770267	-0.02224959	-0.046917256	-0.028584521	0.038225465	-0.06425311	0.035825897
-0.062191382	-0.06166198	-0.10874007	-0.058507282	0.08140498	-0.03559492	0.050673928
0.32447457	0.29056364	0.29384914	0.3865252	-0.303575	-0.29217988	-0.33442673
-0.38936314	-0.394335	-0.42754856	-0.47571653	0.42071265	-0.13570249	0.31197426
0.010953389	-0.0025073679	0.026078016	0.039489936	-0.010181675	-0.031628236	-0.07282781
-0.03000114	-0.054757316	-0.0026996648	-0.016191537	0.019179085	-0.046318106	0.0010374667
-0.5763565	-0.5596573	-0.5380904	-0.5279705	0.48971644	0.27669114	0.48388323
-1.0019951	-1.0746076	-1.0095378	-1.0644454	1.0574461	0.5069507	0.9950203
0.85634613	0.7458229	0.7580938	0.86953	-0.80836666	-0.70036525	-0.83296007
0.02944292	0.025406985	0.05888202	0.03554088	-0.046971757	-0.080752045	-0.06964589
0.016503692	-0.036138006	0.029828588	0.015173962	0.040453482	0.04297375	0.061277032
0.34713033	0.26979792	0.28933755	0.3149689	-0.3179559	-0.19667003	-0.24221674
-0.20785226	-0.19513091	-0.20787275	-0.22525768	0.1640632	0.07877218	0.19015262
0.08384737	0.031177524	0.056396056	0.05039938	-0.023321481	-0.015023484	-0.043381445
-0.034395233	-0.0761173	-0.071336836	-0.112620704	0.090259425	-0.07414956	0.038537662
0.12660404	0.092687815	0.06095747	0.10866506	-0.08573781	-0.17015356	-0.08971768
0.1051646	0.09374047	0.094552755	0.100483686	-0.047381345	-0.10284483	-0.09821596
-0.1808098	-0.1810904	-0.13837218	-0.18838206	0.1416132	0.026249006	0.16718978
0.7574458	0.68946785	0.65268075	0.6795017	-0.67076534	-0.56166965	-0.7022785
0.07641875	-0.00035992195	0.021195196	0.032107793	-0.04346297	-0.08069222	-0.0832556
-0.051084135	0.013465427	0.007941829	-0.06617966	-0.012015861	-0.011832249	0.072113596
0.07348776	0.049787425	-0.011030782	0.057990886	-0.04429603	-0.020265704	-0.008985836
-0.057576545	-0.045928206	-0.021374034	0.02069528	0.035159662	0.006955727	0.026182348
0.17524852	0.16372271	0.15925281	0.16270758	-0.20458467	-0.1873489	-0.20926656
0.010443201	0.07074784	0.062044214	-0.008225388	0.00892278	0.0086019635	-0.05660458
-0.0027268538	-0.06962414	-0.0424523	-0.06404772	0.07787215	-0.045839597	-0.0120877195
-0.1718817	-0.15283637	-0.16861488	-0.18324907	0.1786798	-0.014145105	0.11207256
0.16105893	0.113026455	0.1719939	0.10548657	-0.12500323	-0.12041186	-0.13247791
-0.10156254	-0.17122778	-0.16834004	-0.14323509	0.16911435	0.19964278	0.16541356
0.17403927	0.22508809	0.23180993	0.19491981	-0.15204711	-0.15391967	-0.2230626
0.15387152	0.19675487	0.15938753	0.18251818	-0.18462297	-0.08147233	-0.15704158
-0.1674436	-0.16356093	-0.16590722	-0.18408145	0.16077563	0.113740794	0.18632275
0.19980346	0.20042919	0.11958906	0.18590407	-0.185143	-0.10506585	-0.15822674
0.2256404	0.13501418	0.14159438	0.21925564	-0.15824662	-0.16240776	-0.20647044
-0.0055728704	-0.044263512	0.013415302	0.023860583	0.0272828	-0.048429187	-0.055800024
-0.066544324	-0.08851364	-0.087172545	-0.1256097	0.13466744	0.008665269	0.14424823
0.31397873	0.29714158	0.31859615	0.29427955	-0.2721335	-0.25365645	-0.29196447
-0.42245346	-0.48164934	-0.42648408	-0.483502	0.49536973	0.17680024	0.4724959
0.33731806	0.32842803	0.26774654	0.32187676	-0.26107118	-0.18730229	-0.29152423
0.23107457	0.1527784	0.17768027	0.18972273	-0.20504935	-0.15447788	-0.15681773
0.13624538	0.19663285	0.18161464	0.16110499	-0.17407306	-0.14570327	-0.18224129
-0.032636926	0.02392862	-0.01679526	0.037526146	0.02086292	-0.06643916	0.022107055
0.03540924	0.04394405	-0.006804663	0.052824628	-0.07175288	-0.021905107	-0.018754356
-0.0921767	-0.0785181	-0.107479334	-0.10116156	0.035595212	-0.012284241	0.039586037
0.27485773	0.3182462	0.30662528	0.25735658	-0.24055974	-0.16597857	-0.27308705
0.34061375	0.32422626	0.35200617	0.36470258	-0.38709024	-0.3109985	-0.4033497
0.08327283	0.04571222	0.0937062	0.08434794	-0.0058436757	-0.07226189	-0.010218099
0.003117359	-0.014389024	0.04018824	0.069772705	-0.049034737	0.04232493	-0.05796485
0.06135152	0.032670423	-0.003076939	-0.007566587	0.002993077	-0.05145183	-0.057279937
0.18070124	0.118305854	0.15802145	0.13165157	-0.08886937	-0.07454375	-0.15230545
0.03136222	0.027530663	0.050935917	0.09611019	-0.11093472	-0.11347039	-0.12762927
-0.17602612	-0.1108769	-0.15495968	-0.1895446	0.1614775	-0.0024320334	0.120545514
0.2795169	0.3445331	0.29648635	0.26273406	-0.26763746	-0.22297664	-0.33520234
-0.21333705	-0.18756263	-0.1744964	-0.14570177	0.13055563	-0.05606103	0.17009519
0.06312852	0.06351238	0.023737919	0.056364484	-0.097677924	-0.08312194	-0.024227927
-0.014373703	0.031797964	-0.011213464	-0.040377155	0.010912081	-0.019085627	0.044702403
0.124366835	0.093979195	0.14105135	0.1540847	-0.16405608	-0.1745649	-0.103706725
0.2001378	0.12260311	0.16036068	0.16235827	-0.16284847	-0.15163927	-0.1716425
0.27757642	0.20896259	0.23052314	0.24351804	-0.2194598	-0.19419664	-0.23723489
-0.10588474	-0.17652437	-0.12174593	-0.15300895	0.10083077	0.01673537	0.15746763
-0.23041762	-0.23007374	-0.23060472	-0.21830599	0.20183012	0.120089814	0.21537822
0.04360738	0.002514253	0.070761904	0.0722877	-0.038976647	-0.048343167	-0.033063438
0.30907157	0.35076094	0.3875292	0.36419678	-0.3239455	-0.30740514	-0.35122684
0.22075543	0.21387434	0.19473119	0.29094455	-0.25466487	-0.1927939	-0.28677306
-0.7426148	-0.7276371	-0.73543966	-0.75129396	0.7229558	0.5140313	0.6583383
0.26291588	0.27507454	0.23113811	0.22734883	-0.27901828	-0.22956717	-0.20019922
0.10674921	0.15882483	0.120546974	0.18134408	-0.19162586	-0.07659951	-0.12409614
0.30477256	0.24156734	0.23377857	0.2772963	-0.26833084	-0.2639578	-0.24937169
0.2022434	0.2350668	0.21541986	0.2049403	-0.17229877	-0.10211653	-0.1826002
-0.11796315	-0.18337046	-0.16125731	-0.15658225	0.17366353	0.03469303	0.07699734
0.09587203	0.049977325	0.033070818	0.030219255	-0.023285497	-0.061771624	-0.04321705
-0.069093175	-0.03899268	-0.031987935	-0.040838383	0.045095958	-0.024641681	0.06270243
-0.059440106	-0.05954563	-0.036713637	-0.075598225	0.026582628	0.042857114	0.046933156
-0.12050963	-0.15571003	-0.08467981	-0.13118735	0.11012645	0.11169025	0.099182904
-0.14536229	-0.084625624	-0.16247873	-0.16898732	0.09043041	0.094946116	0.14847353
0.42144454	0.4594094	0.4709667	0.45356172	-0.4087488	-0.42516622	-0.41291323
0.06906687	0.016293243	-0.005625323	0.06985724	0.0005101198	0.003502579	-0.07178637
0.2867155	0.21664163	0.2428653	0.22623745	-0.21987453	-0.24104278	-0.2899157
0.106529444	0.11796605	0.08403276	0.03589744	-0.070890434	-0.093359105	-0.044930514
-0.019040171	-0.075906046	-0.030965831	-0.062147293	0.06800133	0.034738354	0.026926657
-0.02112736	-0.0093326755	-0.041946594	0.01481559	0.06931029	0.027532574	0.058805477
-0.059158336	-0.10697137	-0.01895227	-0.071375765	0.09954513	0.041992463	0.09773782
-0.15228444	-0.14702548	-0.12012425	-0.1798799	0.14780146	0.090642706	0.18533835
-0.22503445	-0.21618742	-0.17702375	-0.22308704	0.22169779	0.12482511	0.17400448
-0.010462813	-0.036650322	-0.03328536	0.004963544	0.026884567	-0.055934884	-0.0061400654
-0.04496972	-0.067899466	-0.01944033	-0.111994945	0.08130295	0.041660648	0.01111954
0.21889055	0.22437097	0.21946238	0.23157606	-0.2045061	-0.18809566	-0.23754938
0.13403223	0.16618055	0.10024778	0.13282284	-0.08611289	-0.1007308	-0.16438322
0.014621801	-0.0428093	-0.00037556555	0.00021755116	-0.030079326	0.029168021	0.05277373
0.082617246	0.08966098	0.11263831	0.054971196	-0.077299066	-0.011302908	-0.0713435
1.033852	0.97508436	0.97111505	0.9786321	-0.94165576	-0.8899889	-0.9651022
0.1017011	0.13742255	0.12755975	0.077325664	-0.15201378	-0.13125964	-0.0773749
-0.27203712	-0.20106892	-0.24760115	-0.23839743	0.26507118	0.12952378	0.20385548
-0.015837707	-0.0170963	-0.087703794	-0.06729861	-0.00086511153	-0.022387294	0.058585994
0.19260815	0.1828209	0.1845917	0.14846139	-0.17687269	-0.1147619	-0.22134496
0.1892211	0.23109531	0.26787636	0.22875606	-0.2358099	-0.1943305	-0.24516897
-0.21847169	-0.28492314	-0.257165	-0.24318476	0.2019037	0.15230423	0.22793013
0.06523116	-0.009797188	0.0040586493	-0.0035087953	-0.06496686	-0.0050791292	0.01901419
0.13319178	0.12020159	0.12663746	0.1412504	-0.18421823	-0.15528502	-0.19580886
-0.14461248	-0.08287757	-0.05109496	-0.10027494	0.11136098	0.076048866	0.054966114
-0.07889745	-0.04413522	0.0011059652	-0.0821684	0.06705866	-0.02656307	0.07779308
